Projet - Coût estimé,Projet - Coût réel,Projet - Durée du projet (en jours),Projet - Avancement (%),"Ressources - Quantité des matériaux (kg, m3)",Ressources - Heures de travail,Ressources - Nombre d’équipements utilisés,Ressources - Consommation énergétique (kWh),Caractéristiques bâtiment - Surface totale (m²),Caractéristiques bâtiment - Nombre d’étages,Caractéristiques bâtiment - Volume (m3),Caractéristiques bâtiment - Hauteur (m),Caractéristiques bâtiment - Indice de performance énergétique,Caractéristiques bâtiment - Consommation énergétique annuelle (kWh),Qualité / Sécurité - Nombre d’incidents,Qualité / Sécurité - Nombre d’accidents,Environnement - Volume déchets produits (kg),Environnement - Émissions CO2 (kg),Environnement - Consommation d’eau (m3),Environnement - Niveau sonore (dB),Données complémentaires - Note satisfaction client (sur une échelle quantitative)
-0.0075092097284866,0.3242563179396925,-0.6222984295522239,0.9641805180457129,-0.30657093594190826,-0.29198506662501866,0.05308520953702465,0.02814813376935763,-0.6923358051299582,-0.4438859721107425,-0.21305248884566344,-0.45374637500621784,-0.45431403370693907,-0.1144481129403741,-0.4190751380468963,-1.2121882051884687,0.11909364794119402,0.03640659840167332,0.6929764712063937,0.10722382898466562,-0.01127503381215943
-1.211696660747394,-1.0509460023129786,-1.5566336923802468,1.3639236847313316,-1.428670770356428,-1.7258851138922136,-0.9649873021319455,-1.44496820897517,-1.6339598503444035,-1.2205893353841328,-1.5154075723319007,-1.5135919224659964,0.8016884291479495,-1.6000868694794852,0.47068099368749056,0.02473853479976469,-1.146609738665286,-1.0034254135277594,-1.2383761431987415,-1.4403365893507163,0.6934145794478044
1.1966782412904207,0.890516096867263,0.6234819208851398,-1.0345353153823806,0.7135198226167462,1.0463216441576966,1.216596651444419,1.4146105739995014,0.8770376035607841,0.3328173911626478,1.0230811497175447,0.7385798658860332,-1.3514586500318595,1.6683183949065594,-1.308831269781283,-1.2121882051884687,0.9327601107596455,0.8682722079452195,1.3367606760081054,1.43370418755785,-0.7159646470721233
-0.6956163245964336,-0.5979381791709223,-1.2451886047709058,-0.3682967042396828,-0.7554108697077162,-1.056731758500856,-0.5286705114166727,-0.6650830863457142,-1.1407282076130274,-0.8322376537474376,-0.8752669380759536,-0.9836691487361071,0.26340165935299725,-0.5601397399021074,-0.4190751380468963,-1.2121882051884687,-0.6493691224984546,-0.5181704746273574,-0.6303577275526804,-0.777096410064124,-0.01127503381215943
1.1557530706336496,1.3285423041439786,-1.4320556573365104,-1.7007739265250785,0.10391358530209427,-1.0538639584063216,-0.6741094416550969,-0.9125666319267949,1.5675619033847106,-1.2205893353841328,-0.5587284313438748,1.4009833330483947,1.3399751989429018,-1.3255408272710576,1.3604371254218772,-1.2121882051884687,-1.7595718073218527,-1.2342681201760934,-0.9450966721224061,-0.3349362905397292,1.3981041927077682
-1.6081151696228182,-1.8108019102304722,0.34318134203673295,-0.9012875931538411,1.0697355155054282,-1.150413228255646,0.3439630700138733,1.6414704907821587,-0.5376404262732992,-1.6089410170208278,1.6605729261765707,1.6659447199133395,-0.8131718802369072,1.6498964743254743,1.3604371254218772,0.02473853479976469,-0.8410327781845787,-0.8834981214852315,-0.9522498299535362,0.328303888746863,-1.420654260332087
-0.014476294266524563,-0.3617593148056459,-1.4943446748583786,-0.23504898201114324,0.5645865718671826,0.35040215455068474,-0.5286705114166727,-1.4583129099623853,1.5361744352108957,1.1095207544360381,-0.4143656814116716,-1.2486305356010519,0.44283058261798136,-1.3650588181949979,0.47068099368749056,1.2616652747879982,0.42015023918402106,0.28735272394730976,0.37108436880553786,-0.5560163503019266,-1.420654260332087
1.2542384014491246,1.4561125429109467,-0.964888025922499,1.4971714069598712,0.1998021166066078,-1.701030846406249,-0.6741094416550969,-1.1314543896781288,-0.06907036567849197,-0.05553429047404732,1.0402987253975322,1.0035412527509777,0.26340165935299725,-0.9569538517737041,0.47068099368749056,0.02473853479976469,-1.0941734555058746,-0.24989381554956383,0.8288864699978662,-1.4403365893507163,1.3981041927077682
-0.9560304622182082,-1.0721726545973493,0.24974781575393068,1.3639236847313316,-0.09826840304423104,-1.3731457022644837,0.3439630700138733,0.4498060234043501,-0.5757537804843601,1.4978724360727331,-1.1317646680778193,1.1360219461834502,0.08397273608801319,-1.4764817249354312,-0.4190751380468963,-1.2121882051884687,1.1108626587321286,0.025315056941092703,-0.2726998359961739,-0.11385623077753179,-1.420654260332087
0.8299515544215483,0.6163654696121863,1.6201062012350307,1.230675962502792,0.36893316437563267,-1.1810030959306794,1.216596651444419,1.1300391581422644,0.0026724187187991085,1.1095207544360381,-1.6456430806805245,-0.5862270684386901,-0.9926008035018913,-0.5481060659741407,0.47068099368749056,1.2616652747879982,0.29448397437094914,0.6665447976309096,1.5442022531108792,0.7704640082712578,-0.01127503381215943
-1.1039734919148168,-0.8484191476668264,0.15631428947112838,0.29794190690301503,-1.1271319421264898,0.945948640848993,-1.5467430230856427,-1.0824082808549875,-1.1115827014516277,-0.8322376537474376,-0.9035214212431126,1.1360219461834502,0.6222595058829654,1.1547330767709887,-1.308831269781283,0.02473853479976469,-0.4568013929647544,1.6176444778756973,-0.02949246973774946,1.6547842473200474,-0.01127503381215943
