,Quality Axis 1,Quality Axis 2,Factor Plane Quality
0,2.8517915067228095e-05,2.5354429379736957e-05,5.387234444696505e-05
1,0.0013541409075088964,0.0002692055432845508,0.0016233464507934472
2,0.0011317268569876072,0.0004198482509691101,0.0015515751079567173
3,0.00040902497490607765,5.529746003936873e-05,0.0004643224349454464
4,0.0017998025409251637,8.802427513217997e-07,0.0018006827836764855
5,0.0024561534148043844,0.0005534384675699738,0.0030095918823743583
6,1.4480100237549901e-05,0.000931385173426386,0.0009458652736639359
7,0.0020959491821568284,3.170120639003014e-05,0.0021276503885468583
8,0.0010951347597061957,0.00024893049553833174,0.0013440652552445275
9,0.0003414051175412095,3.8738898785220796e-05,0.0003801440163264303
10,0.0008948984533562121,8.698746216146415e-05,0.0009818859155176763
11,0.002391865812641069,0.0001430160948256373,0.002534881907466706
12,0.0019603258389982777,0.004495997867927531,0.006456323706925809
13,0.00028233731706387723,0.002119971829064757,0.0024023091461286344
14,2.39432340174837e-05,0.008988139127171581,0.009012082361189066
15,2.2585014985035593e-05,0.00016730242720230373,0.00018988744218733934
16,4.177322908637778e-05,1.266152050117278e-05,5.443474958755056e-05
17,0.0007126126730432027,0.0001697271035453151,0.0008823397765885178
18,0.00016194306710725452,0.0018318021683665395,0.001993745235473794
19,0.0011587442176145188,0.002706777714832538,0.0038655219324470564
20,0.001865516439648222,0.002460092614252121,0.004325609053900343
21,0.00016438681342682894,0.00283598110595708,0.0030003679193839087
22,0.0024031218388025394,0.0005199260374055442,0.0029230478762080838
23,1.0945525626729284e-06,0.0025067227357767046,0.0025078172883393774
24,0.0011661097550091475,0.0012223679062293305,0.002388477661238478
25,0.0017060142773994214,0.0011041398705167712,0.002810154147916193
26,0.0018945124267483262,2.8933646739874846e-05,0.001923446073488201
27,2.0250757042411755e-05,0.00029000213225564635,0.0003102528892980581
28,6.201412320202842e-05,0.0005961072317730269,0.0006581213549750553
29,0.000148666031969885,0.0019160291352183787,0.0020646951671882637
30,0.0007062362690763244,3.6390812946863915e-05,0.0007426270820231883
31,0.0027068555391626193,0.00012446071916537467,0.002831316258327994
32,0.00037279714014187105,0.004122033602037158,0.004494830742179029
33,0.002434170955481611,2.3298512923486507e-05,0.0024574694684050976
34,0.0002624306727175541,0.00010979370732475234,0.00037222438004230643
35,0.0006233699741352565,0.0012176294185497572,0.0018409993926850137
36,0.00042590246852576547,0.0010802874174406093,0.0015061898859663747
37,0.0013869948867799415,5.387934006930156e-06,0.0013923828207868716
38,0.002218833013198839,9.933307639874327e-05,0.0023181660895975824
39,0.0007603480553107302,0.0010050364345496215,0.0017653844898603516
40,0.00047569531867275945,0.00043948338993750845,0.0009151787086102679
41,0.00012026082136800916,2.90356108171263e-05,0.00014929643218513546
42,0.0028191339301444455,0.001302851927763012,0.004121985857907458
43,0.0012427538609758122,1.1027755935186045e-06,0.0012438566365693309
44,0.0013164460357294322,0.0033513505008701976,0.004667796536599629
45,0.002827739318753188,0.000112652482304055,0.002940391801057243
46,0.0006639501686941586,4.122308610092459e-06,0.000668072477304251
47,0.00033793531025830606,0.000822521269645173,0.0011604565799034792
48,0.0010833985942254956,2.16033630226581e-05,0.0011050019572481538
49,0.0007290362760835165,0.003049304050345435,0.0037783403264289514
50,0.0007474819013546173,6.719377135368613e-06,0.0007542012784899859
51,0.0010250508238815437,5.537433732253806e-07,0.001025604567254769
52,1.929712692804375e-07,0.0009710414719245744,0.0009712344431938548
53,6.180497493995683e-05,0.0012283787785579722,0.001290183753497929
54,0.00047256356064522654,9.022345873316156e-06,0.0004815859065185427
55,0.0022371585640087502,0.0007607280118227485,0.0029978865758314988
56,2.800213709366837e-05,0.00014478495742146797,0.00017278709451513634
57,0.00039887407856535346,0.000636330173630702,0.0010352042521960553
58,0.0014452806433038817,4.901398561229908e-05,0.0014942946289161808
59,4.057638543423657e-05,0.0026049074911932662,0.002645483876627503
60,6.921476947364369e-05,0.0016306415533863796,0.0016998563228600232
61,0.0004060173780299636,4.082929693611477e-05,0.0004468466749660784
62,0.0003972634513776278,0.0013207575455992234,0.0017180209969768511
63,0.0003056701535394017,0.00016627189070463874,0.00047194204424404044
64,0.0011543198366945953,0.001854104233289878,0.003008424069984473
65,0.0003923575327746047,2.5135000722061305e-05,0.000417492533496666
66,0.0006332203089552062,0.0014001669022545929,0.002033387211209799
67,0.0006129002623809797,0.004225666522341821,0.0048385667847228005
68,0.0009692942238709925,0.0008400210563288869,0.0018093152801998795
69,0.001949876543967777,4.731426028431161e-05,0.001997190804252089
70,0.0017675525564132364,0.00018422836551373008,0.0019517809219269664
71,0.0023587292825739434,2.0293350913053187e-05,0.0023790226334869965
72,0.0002604143987757244,0.00010981845223641006,0.0003702328510121345
73,0.001891422635113926,0.0002774888520793397,0.0021689114871932657
74,0.0027467544281989725,8.368336035845905e-05,0.0028304377885574315
75,4.186453816448729e-05,8.590529320638685e-07,4.272359109655116e-05
76,0.0002328173633650759,0.00010264504571301771,0.0003354624090780936
77,0.001284335341812107,0.004405736983169633,0.00569007232498174
78,0.0022625528706639786,0.004324145703436942,0.006586698574100921
79,0.0012631756777173949,0.0039665274817708976,0.005229703159488293
80,0.00012087815975018898,0.001548694664031934,0.001669572823782123
81,0.0014760694451698105,0.0010125536098040473,0.0024886230549738576
82,0.0004830504717549813,0.000521204092401701,0.0010042545641566823
83,0.00010208190020780697,0.0013630648556095463,0.0014651467558173532
84,0.0020148012494827757,0.00038339202995430556,0.0023981932794370814
85,0.0005876039376346313,0.0002992431570085604,0.0008868470946431917
86,5.3590441441666296e-05,4.143149984117875e-05,9.502194128284505e-05
87,0.00039222541852195945,0.0017255540022475552,0.002117779420769515
88,0.00013074903670552712,5.98689292415601e-05,0.0001906179659470872
89,0.0022161953575435957,0.00013566856569216418,0.00235186392323576
90,0.00021439089655924138,0.0012771666318349404,0.0014915575283941818
91,0.002096886670459678,3.694352942997147e-05,0.0021338301998896493
92,0.002204100980548959,0.0005915019174103179,0.0027956028979592767
93,0.0014592793176294377,0.00026934192499600225,0.00172862124262544
94,0.0019400196369579589,0.0013461677204672866,0.0032861873574252455
95,0.0006473202002555048,0.0018808532357829323,0.002528173436038437
96,1.984092961995748e-06,0.0008868838064026716,0.0008888678993646674
97,2.0686993880938905e-05,0.0006200376824647977,0.0006407246763457366
98,0.0019163328329649273,0.0005508748346058161,0.0024672076675707434
99,0.0031708606554992345,9.554445868011272e-05,0.0032664051141793474
100,0.0014587618891004515,0.0036455742270316525,0.005104336116132104
101,0.0006645132074526655,0.0021445412463026382,0.002809054453755304
102,0.0003158362567471548,0.0013592130190594291,0.0016750492758065838
103,0.0022640047696663975,0.003291654904286498,0.005555659673952895
104,0.0005251752419788689,0.0005067144138868362,0.001031889655865705
105,0.00032570777271896597,0.0014255079582698854,0.0017512157309888515
106,0.0017142550533032646,0.0006060182357339412,0.002320273289037206
107,0.0008139712221699602,0.0011623616365222468,0.001976332858692207
108,0.0018501027571818406,6.172793458807322e-05,0.001911830691769914
109,1.240663135987775e-05,0.0008770456365530868,0.0008894522679129646
110,0.000929587325971297,0.0003729888666424054,0.0013025761926137025
111,0.0004453715775196594,4.153541749183699e-05,0.0004869069950114964
112,9.527766589532945e-06,0.002367218823116116,0.002376746589705649
113,0.0004632978399857637,0.00025519530262758694,0.0007184931426133507
114,0.0038630612591923057,0.001018577851499475,0.0048816391106917805
115,0.001416037226568565,0.00041310161158995053,0.0018291388381585156
116,0.0030329687936153527,0.001862451099278069,0.004895419892893422
117,0.0008476494651667708,0.0010625692966460475,0.0019102187618128183
118,0.001637277222741029,0.00036577776487749274,0.002003054987618522
119,0.001540274767264622,0.0004018968004060657,0.0019421715676706877
120,0.0005796832175632628,0.0005557808224269238,0.0011354640399901866
121,0.0010972847694377045,0.001883128817049485,0.0029804135864871894
122,0.00037112511753768605,0.0022394011697178455,0.0026105262872555316
123,0.001219331375390909,4.610915609008372e-05,0.0012654405314809927
124,0.00037176647591433766,0.004627992857905488,0.004999759333819825
125,0.0006387202051563967,0.0028176649053844077,0.0034563851105408046
126,0.0012978081837606082,0.0016532719804702382,0.0029510801642308464
127,6.763083664561587e-05,1.0922669860618324e-05,7.855350650623419e-05
128,0.00015179297918918466,5.8856527422485406e-05,0.00021064950661167008
129,0.003137248589713816,0.0022199592394888746,0.00535720782920269
130,0.0012612370355168274,0.0005363175566720393,0.0017975545921888668
131,0.0008097560997719569,0.0007640539419715576,0.0015738100417435146
132,3.5945166944135997e-06,0.0022165833254356305,0.0022201778421300443
